edge_id,date,day_of_week,is_weekend,hour,weather,is_rush_hour,congestion_level
"(1330170962, 1330171205, 0)",2026-07-10,4,1,6,2,0,4
"(6543952951, 6543952960, 0)",2026-07-23,3,0,20,2,0,4
"(1360982415, 1804724846, 0)",2026-05-04,0,0,11,0,0,2
"(2988915683, 6552088459, 0)",2026-05-07,3,0,12,0,0,3
"(1184065354, 1184065309, 0)",2026-06-08,0,0,19,1,0,1
"(6555924658, 6555791336, 0)",2026-05-06,2,0,15,0,1,7
"(1381026313, 6570667566, 0)",2026-06-09,1,0,17,0,0,1
"(1347137271, 1347137638, 0)",2026-07-20,0,0,16,1,1,8
"(6557376736, 3111984021, 0)",2026-05-14,3,0,6,0,0,3
"(1346778840, 1346779524, 0)",2026-07-11,5,1,7,0,1,3
"(1370583961, 1370584066, 0)",2026-05-06,2,0,7,0,1,5
"(1329345245, 1327186582, 0)",2026-07-18,5,1,15,0,1,3
"(1350752677, 1350752992, 0)",2026-06-23,1,0,15,0,1,6
"(1347137619, 1347137659, 0)",2026-07-16,3,0,6,1,0,2
"(11953619597, 11953619598, 0)",2026-05-16,5,1,18,0,0,3
"(1372487710, 1372487151, 0)",2026-07-24,4,1,6,0,0,3
"(1352193566, 1352193540, 0)",2026-05-05,1,0,14,1,1,7
"(1370583961, 1370584066, 0)",2026-05-24,6,0,6,0,0,2
"(1333236229, 6586890510, 0)",2026-06-10,2,0,6,0,0,1
"(6556986422, 5766243919, 0)",2026-07-01,2,0,19,0,0,1
"(6631172448, 1324408982, 0)",2026-06-02,1,0,6,0,0,1
"(6757636101, 6756086743, 0)",2026-06-18,3,0,16,0,1,7
"(1326062482, 1326062791, 0)",2026-05-22,4,1,8,1,1,1
"(6738710309, 6738506445, 0)",2026-05-27,2,0,20,0,0,2
"(1184780232, 13206205862, 0)",2026-05-05,1,0,6,1,0,1
"(1347137654, 1174967539, 0)",2026-06-17,2,0,17,0,0,2
"(5755970972, 5755970962, 0)",2026-07-08,2,0,12,0,0,1
"(6553484552, 1364174103, 0)",2026-05-28,3,0,22,1,0,1
"(1184065354, 1184065309, 0)",2026-06-06,5,1,15,0,1,2
"(1323345650, 1323345329, 0)",2026-07-08,2,0,12,0,0,1
"(1334996016, 1379369291, 0)",2026-06-20,5,1,14,1,1,3
"(1371671327, 1371671454, 0)",2026-06-07,6,0,14,0,1,9
"(6552362569, 6552362570, 0)",2026-07-08,2,0,13,0,0,2
"(6547601254, 6547601237, 0)",2026-05-29,4,1,23,0,0,1
"(6587228308, 5754433201, 0)",2026-05-14,3,0,22,0,0,2
"(6542995199, 1361117830, 0)",2026-05-21,3,0,17,0,0,1
"(11006104076, 11006104068, 0)",2026-06-19,4,1,14,0,1,1
"(6546593263, 6586697616, 0)",2026-07-18,5,1,19,0,0,4
"(1323895307, 1323895309, 0)",2026-05-10,6,0,10,0,0,1
"(2988698289, 2988700223, 0)",2026-05-03,6,0,15,2,1,10
"(1370526769, 1370526928, 0)",2026-05-08,4,1,18,1,0,2
"(1344168045, 1344168110, 0)",2026-06-26,4,1,21,1,0,7
"(1322982054, 6580856314, 0)",2026-07-16,3,0,18,1,0,1
"(1185579728, 1185579688, 0)",2026-07-07,1,0,18,0,0,3
"(6640700587, 1349781203, 0)",2026-05-26,1,0,7,0,1,6
"(6558050360, 6538858465, 0)",2026-06-18,3,0,18,0,0,1
"(13087366601, 1329433896, 0)",2026-06-23,1,0,8,0,1,8
"(1396425400, 6775359719, 0)",2026-06-27,5,1,11,2,0,3
"(1328079242, 1328078851, 0)",2026-06-07,6,0,9,0,1,5
"(1361117241, 1361117586, 0)",2026-05-01,4,1,19,1,0,7
"(1330170196, 1330171107, 0)",2026-05-19,1,0,22,0,0,2
"(8278633101, 6558106796, 0)",2026-07-24,4,1,23,0,0,1
"(1353114192, 1353114107, 0)",2026-06-01,0,0,16,0,1,6
"(1173885926, 6573897495, 0)",2026-07-25,5,1,12,0,0,1
"(11006104076, 11006104068, 0)",2026-06-20,5,1,12,1,0,3
"(1351057242, 331562252, 0)",2026-07-05,6,0,6,0,0,3
"(6542995199, 1361117830, 0)",2026-05-31,6,0,8,1,1,6
"(1184065203, 1184065403, 0)",2026-07-07,1,0,6,0,0,3
"(1341987090, 1342945811, 0)",2026-07-10,4,1,10,2,0,5
"(6585521761, 6585521754, 0)",2026-05-02,5,1,22,0,0,7
"(6536439375, 6536588938, 0)",2026-06-25,3,0,11,0,0,3
"(1371538688, 1371538805, 0)",2026-06-23,1,0,17,0,0,2
"(12208471727, 12208928944, 0)",2026-05-13,2,0,9,0,1,7
"(7456067127, 1356940127, 0)",2026-05-29,4,1,15,0,1,3
"(1324408994, 1324408803, 0)",2026-07-10,4,1,22,2,0,10
"(1334047127, 1364900534, 0)",2026-06-27,5,1,19,2,0,8
"(3676443887, 3676443901, 0)",2026-07-24,4,1,10,0,0,2
"(1346612565, 1346612081, 0)",2026-06-23,1,0,12,0,0,3
"(1323345650, 1323345329, 0)",2026-06-13,5,1,18,0,0,2
"(6304487276, 1322981701, 0)",2026-05-11,0,0,11,0,0,2
"(3111983583, 6547342476, 0)",2026-06-22,0,0,6,0,0,2
"(1174525096, 1174524924, 0)",2026-05-07,3,0,9,0,1,7
"(1350774257, 1350774330, 0)",2026-07-26,6,0,10,2,0,5
"(6600730979, 1418728240, 0)",2026-07-27,0,0,11,0,0,3
"(1353114130, 1353114171, 0)",2026-06-30,1,0,20,0,0,2
"(719870150, 719870151, 0)",2026-07-28,1,0,15,0,1,5
"(1322981947, 1322981470, 0)",2026-07-11,5,1,10,0,0,2
"(6557376752, 6557597643, 0)",2026-06-14,6,0,10,0,0,1
"(1335496222, 1356243636, 0)",2026-06-13,5,1,22,0,0,5
"(6746280124, 6618274870, 0)",2026-05-17,6,0,16,0,1,6
"(5765103561, 6559093393, 0)",2026-05-02,5,1,16,0,1,2
"(1324408890, 1324408701, 0)",2026-06-14,6,0,21,0,0,1
"(1184863686, 6296933039, 0)",2026-06-28,6,0,17,1,0,3
"(1352193762, 1352193549, 0)",2026-06-25,3,0,9,0,1,6
"(5903235296, 1346639012, 0)",2026-06-11,3,0,19,1,0,3
"(1380541242, 1380541236, 0)",2026-06-16,1,0,10,0,0,3
"(1181366272, 1181365512, 0)",2026-05-07,3,0,23,0,0,2
"(6669853392, 6670102510, 0)",2026-07-19,6,0,18,0,0,2
"(6610375755, 6738772299, 0)",2026-07-02,3,0,17,0,0,1
"(6598726196, 6596766163, 0)",2026-05-25,0,0,11,0,0,1
"(1368366511, 1368366365, 0)",2026-07-02,3,0,19,0,0,2
"(1329698771, 1329698284, 0)",2026-05-08,4,1,16,1,1,1
"(6553169892, 6553169905, 0)",2026-06-24,2,0,12,1,0,2
"(1360982415, 1804724846, 0)",2026-06-19,4,1,8,0,1,3
"(6557737125, 6557737126, 0)",2026-06-18,3,0,21,0,0,2
"(1350752656, 6602350580, 0)",2026-07-10,4,1,19,2,0,10
"(1324181560, 1324181166, 0)",2026-07-21,1,0,7,1,1,6
"(6629184675, 1324373501, 0)",2026-05-26,1,0,11,0,0,3
"(1180288747, 1180288772, 0)",2026-07-04,5,1,15,0,1,3
"(6629184675, 1324373501, 0)",2026-07-19,6,0,22,0,0,1
"(1184780232, 13206205862, 0)",2026-05-01,4,1,18,1,0,3
"(1349527741, 6552015853, 0)",2026-05-01,4,1,9,1,1,3
"(6600730979, 1418728240, 0)",2026-06-09,1,0,14,0,1,7
"(6669853392, 6670102510, 0)",2026-06-30,1,0,12,0,0,2
"(1179694975, 1179694218, 0)",2026-07-04,5,1,15,0,1,3
"(1346216734, 1346612349, 0)",2026-07-27,0,0,15,0,1,7
"(1374129773, 1374129642, 0)",2026-05-07,3,0,21,0,0,2
"(6572664808, 6304571031, 0)",2026-06-23,1,0,6,0,0,2
"(6623059680, 6623059676, 0)",2026-05-28,3,0,17,1,0,3
"(1330537648, 6554845384, 0)",2026-05-02,5,1,7,0,1,3
"(6542333972, 6543093285, 0)",2026-07-22,2,0,18,0,0,2
"(1346216734, 1346612349, 0)",2026-05-24,6,0,17,0,0,2
"(1172905009, 1172904968, 0)",2026-07-24,4,1,17,0,0,1
"(5756734424, 5756734434, 0)",2026-05-22,4,1,20,1,0,6
"(1357216546, 1357216432, 0)",2026-06-12,4,1,12,1,0,1
"(1347293015, 1347293062, 0)",2026-06-08,0,0,15,1,1,8
"(2988915683, 6552088459, 0)",2026-05-19,1,0,8,0,1,5
"(6557376736, 3111984021, 0)",2026-06-01,0,0,19,0,0,3
"(6757013374, 6757013360, 0)",2026-06-25,3,0,8,0,1,7
"(1349527623, 1349527724, 0)",2026-07-07,1,0,16,0,1,6
"(1347137399, 1347137564, 0)",2026-05-06,2,0,15,0,1,8
"(1368366511, 1368366365, 0)",2026-06-28,6,0,19,1,0,3
"(6631173960, 6631708296, 0)",2026-07-01,2,0,17,0,0,1
"(6598691631, 6596790435, 0)",2026-06-03,2,0,18,0,0,2
"(1416742216, 266215164, 0)",2026-06-11,3,0,20,1,0,1
"(1324373626, 1324373548, 0)",2026-07-17,4,1,13,0,0,2
"(1366234574, 1366234660, 0)",2026-06-12,4,1,13,1,0,2
"(1396425558, 1396425569, 0)",2026-05-24,6,0,6,0,0,2
"(6561114834, 1174066991, 0)",2026-06-13,5,1,6,0,0,2
"(1346612566, 1346611975, 0)",2026-05-11,0,0,16,0,1,6
"(1171157846, 1171157694, 0)",2026-07-04,5,1,16,0,1,3
"(1175877701, 1175876747, 0)",2026-06-27,5,1,22,2,0,9
"(1323345833, 1341987054, 0)",2026-05-29,4,1,20,0,0,6
"(1334996016, 1379369291, 0)",2026-05-21,3,0,9,0,1,6
"(6588574721, 6588574723, 0)",2026-05-21,3,0,16,0,1,7
"(6561325489, 6561325488, 0)",2026-05-19,1,0,16,0,1,7
"(1323672567, 1323672729, 0)",2026-07-20,0,0,22,1,0,2
"(1371614699, 1371614740, 0)",2026-06-10,2,0,16,0,1,8
"(6296893347, 6296893346, 0)",2026-07-16,3,0,12,1,0,1
"(1354861809, 6752972982, 0)",2026-06-14,6,0,7,0,1,5
"(6547969023, 5761923677, 0)",2026-06-14,6,0,11,0,0,3
"(6552183332, 5755970960, 0)",2026-07-24,4,1,12,0,0,1
"(1380541785, 1380541789, 0)",2026-06-08,0,0,23,1,0,2
"(1324408890, 1324408701, 0)",2026-05-06,2,0,7,0,1,5
"(1374435979, 1364174412, 0)",2026-07-09,3,0,20,0,0,3
"(1175375033, 1175375993, 0)",2026-07-05,6,0,21,0,0,2
"(1335496222, 1356243636, 0)",2026-05-07,3,0,7,0,1,7
"(6772044486, 6772029084, 0)",2026-07-17,4,1,7,0,1,1
"(6558050360, 6538858465, 0)",2026-06-14,6,0,6,0,0,3
"(12293292105, 12293228200, 0)",2026-06-04,3,0,10,0,0,2
"(1356243636, 1356243715, 0)",2026-05-29,4,1,7,0,1,1
"(1334996016, 1379369291, 0)",2026-06-08,0,0,8,1,1,8
"(1356918579, 1356919507, 0)",2026-05-26,1,0,14,0,1,7
"(1184780197, 1184780190, 0)",2026-07-06,0,0,23,0,0,3
"(1175375216, 1175373700, 0)",2026-07-17,4,1,11,0,0,1
"(1344168240, 266215378, 0)",2026-05-25,0,0,18,0,0,2
"(1346612566, 1346611975, 0)",2026-07-02,3,0,22,0,0,3
"(6630780297, 6636019481, 0)",2026-07-03,4,1,7,0,1,1
"(6558050360, 6538858465, 0)",2026-05-10,6,0,11,0,0,1
"(6553252010, 6536363971, 0)",2026-06-14,6,0,12,0,0,2
"(6304508694, 6542865592, 0)",2026-07-25,5,1,20,0,0,7
"(1355636739, 1355636500, 0)",2026-07-03,4,1,19,0,0,5
"(6598161400, 6598348640, 0)",2026-06-27,5,1,8,2,1,3
"(1352193762, 1352193549, 0)",2026-05-14,3,0,13,0,0,2
"(1171157754, 1171157949, 0)",2026-07-15,2,0,23,0,0,2
"(1180288747, 1180288772, 0)",2026-05-18,0,0,13,0,0,2
"(1374435979, 1364174412, 0)",2026-05-23,5,1,13,0,0,3
"(1334046976, 1334047484, 0)",2026-05-30,5,1,16,0,1,2
"(1329637961, 1329637914, 0)",2026-07-07,1,0,20,0,0,2
"(12237200017, 1361117364, 0)",2026-05-10,6,0,20,0,0,2
"(1323430533, 1323754188, 0)",2026-05-05,1,0,15,1,1,6
"(1186524341, 1186524464, 0)",2026-05-25,0,0,9,0,1,7
"(1371671327, 1371671454, 0)",2026-07-03,4,1,13,0,0,3
"(1332724217, 1332724480, 0)",2026-07-27,0,0,6,0,0,1
"(1343821200, 1343821239, 0)",2026-05-06,2,0,15,0,1,8
"(1329345245, 1327186582, 0)",2026-05-20,2,0,23,0,0,3
"(6585521761, 6585521754, 0)",2026-06-02,1,0,9,0,1,8
"(3526130192, 3526130191, 0)",2026-06-19,4,1,15,0,1,3
"(6553621910, 1341691134, 0)",2026-05-10,6,0,19,0,0,1
"(1171157754, 1171157949, 0)",2026-05-03,6,0,20,2,0,3
"(6561421802, 6561346682, 0)",2026-07-21,1,0,9,1,1,9
"(6757013374, 6757013360, 0)",2026-06-03,2,0,11,0,0,2
"(331565003, 331565002, 0)",2026-05-30,5,1,6,0,0,3
"(1324570374, 1324570421, 0)",2026-05-14,3,0,10,0,0,1
"(1324408994, 1324408803, 0)",2026-05-13,2,0,8,0,1,7
"(1371538688, 1371538805, 0)",2026-05-12,1,0,14,1,1,7
"(6757636101, 6756086743, 0)",2026-05-06,2,0,15,0,1,8
"(6561421802, 6561346682, 0)",2026-05-05,1,0,12,1,0,2
"(1323430669, 1323430782, 0)",2026-07-07,1,0,11,0,0,3
"(6631173960, 6631708296, 0)",2026-05-20,2,0,7,0,1,7
"(6581442350, 6581442349, 0)",2026-06-23,1,0,11,0,0,1
"(6542839673, 3676454416, 0)",2026-07-12,6,0,23,0,0,1
"(6580977491, 1806914762, 0)",2026-07-05,6,0,9,0,1,7
"(1325840095, 1325839862, 0)",2026-07-27,0,0,23,0,0,3
"(1184943115, 1185026255, 0)",2026-07-04,5,1,8,0,1,2
"(1396425564, 6618274974, 0)",2026-05-07,3,0,21,0,0,1
"(1334014187, 1358046381, 0)",2026-06-03,2,0,22,0,0,1
"(6586987099, 6586987098, 0)",2026-06-12,4,1,11,1,0,3
"(6580927373, 6580961271, 0)",2026-07-17,4,1,14,0,1,3
"(1352193870, 1352193896, 0)",2026-06-26,4,1,11,1,0,1
"(7362442903, 1333236256, 0)",2026-06-15,0,0,10,0,0,1
"(1396508515, 1396508522, 0)",2026-06-08,0,0,23,1,0,1
"(1184780232, 13206205862, 0)",2026-06-02,1,0,13,0,0,2
"(3111983583, 6547342476, 0)",2026-07-25,5,1,11,0,0,2
"(1185579728, 1185579688, 0)",2026-07-10,4,1,15,2,1,3
"(1349780764, 1370526533, 0)",2026-06-13,5,1,16,0,1,3
"(1346611894, 1346612802, 0)",2026-07-25,5,1,21,0,0,4
"(3526130192, 3526130191, 0)",2026-06-21,6,0,9,0,1,7
"(1357399304, 1334014283, 0)",2026-05-02,5,1,6,0,0,1
"(1370583961, 1370584066, 0)",2026-07-22,2,0,18,0,0,1
"(1347569397, 1347569473, 0)",2026-07-03,4,1,7,0,1,1
"(1346613092, 1346612605, 0)",2026-06-24,2,0,23,1,0,2
"(1171724079, 1175374597, 0)",2026-07-12,6,0,17,0,0,1
"(1323430533, 1323754188, 0)",2026-05-22,4,1,11,1,0,1
"(1323895380, 1323895286, 0)",2026-06-04,3,0,20,0,0,1
"(1323672609, 1323672760, 0)",2026-05-29,4,1,12,0,0,2
"(1173885682, 6552332791, 0)",2026-05-13,2,0,17,0,0,3
"(7362442903, 1333236256, 0)",2026-06-28,6,0,6,1,0,1
"(1350752677, 1350752992, 0)",2026-06-25,3,0,8,0,1,6
"(1356460312, 1356460609, 0)",2026-05-01,4,1,18,1,0,1
"(6547182834, 6547182832, 0)",2026-05-23,5,1,18,0,0,3
"(6775165202, 6775165196, 0)",2026-05-18,0,0,16,0,1,8
"(1184864093, 1184863233, 0)",2026-07-28,1,0,9,0,1,8
"(6772044486, 6772029084, 0)",2026-06-25,3,0,6,0,0,1
"(1371614699, 1371614740, 0)",2026-06-06,5,1,11,0,0,1
"(1175877787, 1176476706, 0)",2026-05-03,6,0,13,2,0,5
"(1323430562, 5758954840, 0)",2026-05-17,6,0,12,0,0,2
"(6548212725, 6548212716, 0)",2026-06-17,2,0,9,0,1,7
"(6772044502, 1394212414, 0)",2026-07-26,6,0,16,2,1,8
"(6557376736, 3111984021, 0)",2026-06-11,3,0,6,1,0,1
"(1355636739, 1355636500, 0)",2026-06-08,0,0,16,1,1,9
"(6588574721, 6588574723, 0)",2026-05-21,3,0,7,0,1,9
"(1324181534, 1324181481, 0)",2026-07-10,4,1,19,2,0,9
"(1359003946, 1359004437, 0)",2026-05-03,6,0,20,2,0,5
"(1175877701, 1175876747, 0)",2026-06-18,3,0,11,0,0,2
"(1361117236, 1361117275, 0)",2026-07-09,3,0,7,0,1,6
"(1347569397, 1347569473, 0)",2026-07-02,3,0,23,0,0,2
"(1358332446, 1358332351, 0)",2026-06-20,5,1,15,1,1,2
"(1324570350, 6589563017, 0)",2026-06-25,3,0,21,0,0,3
"(5800294569, 1374129691, 0)",2026-07-03,4,1,17,0,0,1
"(1363883359, 1363882222, 0)",2026-05-17,6,0,6,0,0,3
"(1333236229, 6586890510, 0)",2026-06-10,2,0,8,0,1,8
"(1363882222, 1363883477, 0)",2026-05-10,6,0,19,0,0,3
"(1371956302, 1371956554, 0)",2026-07-29,2,0,23,2,0,4
"(1346638950, 1346639133, 0)",2026-07-24,4,1,10,0,0,3
"(1396443192, 6771620989, 0)",2026-06-29,0,0,8,0,1,8
"(1325840062, 1325839946, 0)",2026-07-15,2,0,15,0,1,6
"(1350774512, 2988947194, 0)",2026-05-07,3,0,21,0,0,2
"(1174154997, 1174154743, 0)",2026-06-25,3,0,16,0,1,8
"(6553484552, 1364174103, 0)",2026-05-30,5,1,11,0,0,1
"(1328078896, 724730812, 0)",2026-07-04,5,1,10,0,0,1
"(1175876849, 1175876791, 0)",2026-06-13,5,1,12,0,0,3
"(1334996016, 1379369291, 0)",2026-06-23,1,0,10,0,0,3
"(6735485653, 392257875, 0)",2026-07-06,0,0,13,0,0,2
"(1324181418, 6545381135, 0)",2026-07-20,0,0,13,1,0,2
"(6541505710, 1346779273, 0)",2026-06-16,1,0,7,0,1,6
"(1364174324, 1364174414, 0)",2026-07-05,6,0,22,0,0,2
"(1370583961, 1370584066, 0)",2026-06-26,4,1,8,1,1,1
"(6553429911, 1180288829, 0)",2026-07-16,3,0,17,1,0,3
"(6735485653, 392257875, 0)",2026-06-30,1,0,14,0,1,7
"(6546611579, 12031564935, 0)",2026-07-07,1,0,22,0,0,3
"(1184864093, 1184863233, 0)",2026-05-30,5,1,23,0,0,2
"(1380078531, 1380078522, 0)",2026-05-20,2,0,13,0,0,2
"(6552983852, 1346639031, 0)",2026-06-07,6,0,15,0,1,5
"(6598691631, 6596790435, 0)",2026-06-01,0,0,9,0,1,6
"(1346847201, 1346156985, 0)",2026-06-14,6,0,19,0,0,3
"(1350774257, 1350774330, 0)",2026-06-21,6,0,7,0,1,6
"(1323430533, 1323754188, 0)",2026-06-02,1,0,19,0,0,2
"(1324570374, 1324570421, 0)",2026-05-01,4,1,13,1,0,1
"(721619180, 1380541148, 0)",2026-06-19,4,1,6,0,0,3
"(1353114192, 1353114107, 0)",2026-05-23,5,1,6,0,0,1
"(1370583961, 1370584066, 0)",2026-06-05,4,1,10,0,0,1
"(6557974648, 1417561090, 0)",2026-05-04,0,0,15,0,1,8
"(12237200017, 1361117364, 0)",2026-05-04,0,0,7,0,1,8
"(1359003946, 1359004437, 0)",2026-05-16,5,1,20,0,0,7
"(1364174324, 1364174414, 0)",2026-07-21,1,0,10,1,0,2
"(6610375755, 6738772299, 0)",2026-06-20,5,1,19,1,0,6
"(1346216734, 1346612349, 0)",2026-06-21,6,0,10,0,0,3
"(1374245437, 1374245314, 0)",2026-05-10,6,0,10,0,0,1
"(11006104076, 11006104068, 0)",2026-07-07,1,0,23,0,0,1
"(11953619597, 11953619598, 0)",2026-06-06,5,1,16,0,1,3
"(1374279176, 1374279464, 0)",2026-07-12,6,0,12,0,0,2
"(1175877787, 1176476706, 0)",2026-07-26,6,0,7,2,1,10
"(1332669734, 6627933395, 0)",2026-06-01,0,0,20,0,0,2
"(1334303469, 1334303430, 0)",2026-06-08,0,0,12,1,0,1
"(12920669869, 1186889231, 0)",2026-05-16,5,1,10,0,0,3
"(6587904379, 6587823232, 0)",2026-06-29,0,0,7,0,1,7
"(1326941345, 1326941569, 0)",2026-07-02,3,0,9,0,1,7
"(1379372182, 1379372190, 0)",2026-06-23,1,0,15,0,1,6
"(1346638950, 1346639133, 0)",2026-06-14,6,0,20,0,0,1
"(6587835836, 1329148725, 0)",2026-07-12,6,0,14,0,1,6
"(6604359199, 6582026236, 0)",2026-06-18,3,0,13,0,0,1
"(1323430533, 1323754188, 0)",2026-05-06,2,0,15,0,1,9
"(1356917776, 1356920642, 0)",2026-06-29,0,0,17,0,0,3
"(6546611579, 12031564935, 0)",2026-05-28,3,0,9,1,1,7
"(6547426508, 5760614813, 0)",2026-07-18,5,1,20,0,0,7
"(6543942547, 6543919956, 0)",2026-06-05,4,1,16,0,1,1
"(1330400137, 6629198642, 0)",2026-05-05,1,0,7,1,1,5
"(1372020716, 1372021151, 0)",2026-07-21,1,0,23,1,0,1
"(1347137654, 1174967539, 0)",2026-06-07,6,0,22,0,0,3
"(1334303469, 1334303430, 0)",2026-05-02,5,1,11,0,0,1
"(1352193566, 1352193540, 0)",2026-05-07,3,0,11,0,0,1
"(6552768140, 1330947542, 0)",2026-06-16,1,0,10,0,0,3
"(5761923664, 1368366565, 0)",2026-05-01,4,1,7,1,1,3
"(1358332446, 1358332351, 0)",2026-07-17,4,1,12,0,0,3
"(1381026405, 1381026406, 0)",2026-07-14,1,0,20,0,0,3
"(6542839673, 3676454416, 0)",2026-05-30,5,1,9,0,1,1
"(1175375216, 1175373700, 0)",2026-05-08,4,1,22,1,0,7
"(6554445243, 11929623151, 0)",2026-06-07,6,0,11,0,0,2
"(1323345322, 1323345842, 0)",2026-06-06,5,1,6,0,0,3
"(6548147776, 6542110941, 0)",2026-07-19,6,0,16,0,1,9
"(6624547084, 6624573185, 0)",2026-05-15,4,1,23,1,0,1
"(1329637961, 1329637914, 0)",2026-05-04,0,0,16,0,1,6
"(1171724079, 1175374597, 0)",2026-07-01,2,0,7,0,1,9
"(1374245946, 1374246188, 0)",2026-05-14,3,0,12,0,0,3
"(1184780232, 13206205862, 0)",2026-07-07,1,0,10,0,0,1
"(1179694975, 1179694218, 0)",2026-07-20,0,0,14,1,1,6
"(1329735003, 2973460651, 0)",2026-07-04,5,1,13,0,0,2
"(5800294569, 1374129691, 0)",2026-05-22,4,1,8,1,1,3
"(6588133470, 721619009, 0)",2026-06-30,1,0,19,0,0,1
"(6557376729, 6557376724, 0)",2026-07-14,1,0,17,0,0,2
"(1324408906, 1324408750, 0)",2026-05-07,3,0,9,0,1,7
"(6547969023, 5761923677, 0)",2026-06-29,0,0,13,0,0,1
"(6772044486, 6772029084, 0)",2026-06-11,3,0,14,1,1,7
"(1396425558, 1396425569, 0)",2026-05-11,0,0,20,0,0,2
"(3111983583, 6547342476, 0)",2026-05-11,0,0,22,0,0,3
"(1322981366, 12539090832, 0)",2026-06-25,3,0,13,0,0,3
"(1335496222, 1356243636, 0)",2026-06-25,3,0,11,0,0,3
"(1323895307, 1323895309, 0)",2026-07-24,4,1,23,0,0,2
"(1326941595, 1326941528, 0)",2026-06-04,3,0,10,0,0,1
"(1380541785, 1380541789, 0)",2026-06-05,4,1,18,0,0,3
"(1371544145, 1371544159, 0)",2026-06-11,3,0,14,1,1,6
"(1361117236, 1361117275, 0)",2026-05-28,3,0,20,1,0,2
"(1350752740, 1350753292, 0)",2026-05-28,3,0,6,1,0,1
"(1379368400, 1379368402, 0)",2026-05-02,5,1,6,0,0,3
"(6775165202, 6775165196, 0)",2026-07-07,1,0,21,0,0,3
"(6547790611, 6547790609, 0)",2026-07-20,0,0,17,1,0,1
"(1380541785, 1380541789, 0)",2026-05-28,3,0,18,1,0,1
"(1173885682, 6552332791, 0)",2026-05-20,2,0,16,0,1,6
"(1323672609, 1323672760, 0)",2026-05-24,6,0,19,0,0,1
"(6769188408, 6769188439, 1)",2026-05-08,4,1,8,1,1,1
"(1354129491, 1354129442, 0)",2026-05-19,1,0,21,0,0,1
"(1175877680, 1175876658, 0)",2026-07-23,3,0,6,2,0,5
"(1364900601, 6552023122, 0)",2026-06-01,0,0,22,0,0,3
"(11953619597, 11953619598, 0)",2026-06-23,1,0,10,0,0,2
"(1335496467, 1335496670, 0)",2026-06-18,3,0,12,0,0,3
"(1323345861, 1323345984, 0)",2026-06-05,4,1,20,0,0,5
"(6637789299, 6637789301, 0)",2026-05-11,0,0,13,0,0,1
"(1349527741, 6552015853, 0)",2026-07-05,6,0,10,0,0,1
"(6637789301, 6637789305, 0)",2026-06-14,6,0,18,0,0,1
"(6557376736, 3111984021, 0)",2026-06-20,5,1,13,1,0,2
"(6755854467, 1372487009, 1)",2026-05-06,2,0,18,0,0,3
"(6561114829, 1171724116, 0)",2026-05-31,6,0,14,1,1,7
"(2988815667, 1366378749, 0)",2026-06-22,0,0,16,0,1,8
"(6555924658, 6555791336, 0)",2026-05-13,2,0,23,0,0,3
"(1395429860, 1395429882, 0)",2026-06-08,0,0,22,1,0,3
"(3111983583, 6547342476, 0)",2026-06-18,3,0,14,0,1,8
"(1174524594, 5754846394, 0)",2026-07-09,3,0,10,0,0,3
"(1396425400, 6775359719, 0)",2026-05-14,3,0,17,0,0,2
"(1380078531, 1380078522, 0)",2026-05-18,0,0,11,0,0,1
"(1334046976, 1334047484, 0)",2026-06-10,2,0,9,0,1,7
"(1171157846, 1171157694, 0)",2026-06-01,0,0,17,0,0,2
"(1328078896, 724730812, 0)",2026-07-20,0,0,9,1,1,5
"(1175375033, 1175375993, 0)",2026-06-08,0,0,20,1,0,2
"(6538590950, 6545048995, 0)",2026-06-09,1,0,21,0,0,2
"(1323672609, 1323672760, 0)",2026-06-03,2,0,7,0,1,6
"(1324181616, 1324181571, 0)",2026-05-23,5,1,18,0,0,2
"(12293292105, 12293228200, 0)",2026-06-18,3,0,20,0,0,3
"(1352193762, 1352193549, 0)",2026-06-23,1,0,11,0,0,1
"(1341691045, 6545091979, 0)",2026-07-18,5,1,22,0,0,7
"(6541243906, 6530776895, 0)",2026-05-15,4,1,18,1,0,1
"(1323345833, 1341987054, 0)",2026-07-17,4,1,9,0,1,1
"(1324570374, 1324570421, 0)",2026-05-21,3,0,12,0,0,3
"(1334047127, 1364900534, 0)",2026-06-18,3,0,17,0,0,1
"(1346612566, 1346611975, 0)",2026-05-31,6,0,14,1,1,6
"(13087366601, 1329433896, 0)",2026-05-26,1,0,7,0,1,8
"(1184780197, 1184780190, 0)",2026-07-22,2,0,14,0,1,8
"(6580927373, 6580961271, 0)",2026-07-20,0,0,18,1,0,3
"(6547182834, 6547182832, 0)",2026-06-23,1,0,7,0,1,7
"(1329345260, 1329345231, 0)",2026-05-30,5,1,20,0,0,5
"(1323895380, 1323895286, 0)",2026-06-04,3,0,13,0,0,3
"(1396425564, 6618274974, 0)",2026-05-28,3,0,12,1,0,3
"(1184780232, 13206205862, 0)",2026-07-07,1,0,9,0,1,6
"(6598348640, 6598161400, 0)",2026-07-15,2,0,7,0,1,5
"(1346847308, 1346847645, 0)",2026-05-20,2,0,15,0,1,5
"(6640700587, 1349781203, 0)",2026-07-15,2,0,10,0,0,3
"(1325840066, 6296868940, 0)",2026-06-10,2,0,13,0,0,1
"(1381026352, 1381026372, 0)",2026-05-27,2,0,9,0,1,6
